CÓDIGO;UNIDADE;TÍTULO;ÁREA DE CONHECIMENTO;VINCULAÇÃO;FINANCIADO;PASSA POR COMITÊ;PARTICIPAÇÃO;STATUS;DATA DE CADASTRO;PERÍODO DE VIGÊNCIA;
PI01834-2017;FACULDADE DE CIÊNCIAS E TECNOLOGIA;AÇÕES PARA O DESENVOLVIMENTO DO TRANSPORTE ESCOLAR RURAL NO BRASIL;Engenharias - Engenharia de Transportes - Planejamento de Transportes - Planejamento e Organização do Sistema de Transporte;Sem Vínculo (Projeto Isolado);sim;não;ALEX MOTA DOS SANTOS (DOCENTE - Colaborador), BEATRIZ OLIVEIRA LELES DE FARIA (DISCENTE - Colaborador), BRUNA BORGES AZEVEDO (DISCENTE - Colaborador), BRUNO FERNANDES FREIRE (DISCENTE - Colaborador), CRISTIANO FARIAS ALMEIDA (DOCENTE - Colaborador), DANIEL ENRIQUE AMANCIO GASSER (DISCENTE - Colaborador), GABRIELA TEIXEIRA DE SOUSA ROSA (DISCENTE - Colaborador), JOAO PAULO BATISTA DE SOUSA (DISCENTE - Colaborador), JOAO PAULO SOUZA SILVA (DOCENTE - Colaborador), JORDANA ALVES FELIPE (DISCENTE - Colaborador), LETÍCIA GONÇALVES SILVA (DISCENTE - Colaborador), LORENA FURTADO BORGES (DISCENTE - Colaborador), MARCOS PAULINO RORIZ JUNIOR (DOCENTE - Colaborador), MARIANA ARAÚJO GUIMARÃES (DISCENTE - Colaborador), MAURICIO BARBOSA DA CRUZ (DISCENTE - Colaborador), PAULO HENRIQUE CIRINO ARAUJO (DOCENTE - Colaborador), PAULO JUNIO MOURA ROSA (DISCENTE - Colaborador), POLIANA DE SOUSA LEITE (DOCENTE - Colaborador), RONNY MARCELO ALIAGA MEDRANO (DOCENTE - Colaborador), SARA SANTOS DE ALMEIDA (DISCENTE - Colaborador), STIVE BRAYAN DOS SANTOS OLIVEIRA (DISCENTE - Colaborador), WALESKA DE FATIMA MONTEIRO (DOCENTE - Colaborador), WILLER LUCIANO CARVALHO (DOCENTE - Coordenador);EM ANDAMENTO;25/10/2017;01/11/2017 a 31/12/2021;
PI0689-2017;ESCOLA DE MUSICA E ARTES CENICAS;Caderno de desenhos de Tonico do Padre;Lingüística, Letras e Artes - Artes - Fundamentos e Crítica das Artes - História da Arte;Com Grupo de Pesquisa;sim;não;ALESSANDRO BORGOMANERO (DOCENTE - Colaborador), MARIANA FERREIRA BARBOSA (DISCENTE - Colaborador), RAVANA DA SILVA LOBO (DISCENTE - Colaborador), WOLNEY ALFREDO ARRUDA UNES (DOCENTE - Coordenador);EXCLUÍDO;08/04/2017;01/04/2017 a 01/11/2017;
PV01346-2017;ESCOLA DE MUSICA E ARTES CENICAS;Caderno de desenhos de Tonico do Padre;Lingüística, Letras e Artes - Artes - Fundamentos e Crítica das Artes - História da Arte;Com Grupo de Pesquisa;sim;não;ALESSANDRO BORGOMANERO (DOCENTE - Colaborador), ANSELMO PESSOA NETO (DOCENTE - Vice-coodernador), CAROLINA BRANDAO PIVA (DISCENTE - Colaborador), ESTHER CHRISTINA SILVA TELES (DISCENTE - Colaborador), MARIANA FERREIRA BARBOSA (DISCENTE - Colaborador), PAULO HENRIQUE TAVARES DAMASCENO (DISCENTE - Colaborador), RAVANA DA SILVA LOBO (DISCENTE - Colaborador), WOLNEY ALFREDO ARRUDA UNES (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;05/10/2018;03/04/2017 a 31/07/2018;
PV02000-2017;ESCOLA DE MUSICA E ARTES CENICAS;Encontro Douliez e Mendonça Teles;Lingüística, Letras e Artes - Artes - Fundamentos e Crítica das Artes - História da Arte;Com Grupo de Pesquisa;sim;não;ALESSANDRO BORGOMANERO (DOCENTE - Colaborador), ANSELMO GUERRA DE ALMEIDA (DOCENTE - Colaborador), ESTHER CHRISTINA SILVA TELES (DISCENTE - Colaborador), PATRÍCIA MELLO (EXTERNO - Colaborador), RAVANA DA SILVA LOBO (DISCENTE - Colaborador), SERGIO DE PAIVA (SERVIDOR - Colaborador), WOLNEY ALFREDO ARRUDA UNES (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;25/09/2018;01/12/2017 a 30/03/2018;
;PROGRAMA DE PÓS-GRADUAÇÃO EM MÚSICA;CATÁLOGO DA SÉRIE MÚSICA IMPRESSA DO ACERVO BALTHASAR DE FREITAS:  UMA INSERÇÃO NO UNIVERSO DOS IMPRESSOS MUSICAIS EM GOIÁS NO FINAL DO SÉCULO XIX E INÍCIO DO SÉCULO XX  ;Lingüística, Letras e Artes - Artes - Música;Com Programa de Pós-graduação da UFG;sim;não;CARLOS ALBERTO FIGUEIREDO PINTO (DOCENTE - Coordenador);GRAVADO;20/01/2018;03/04/2017 a 29/03/2019;
;PROGRAMA DE PÓS-GRADUAÇÃO EM LETRAS E LINGUÍSTICA;Organização da obra poética e historiográfica de A. G. Ramos Jubé ;Lingüística, Letras e Artes - Letras - Literatura Brasileira;Com Programa de Pós-graduação da UFG;sim;não;GOIANDIRA DE FATIMA ORTIZ DE CAMARGO (DOCENTE - Coordenador), MIGUEL D`ABADIA RAMOS JUBÉ JÚNIOR (DISCENTE - Colaborador);GRAVADO;15/03/2018;02/01/2017 a 29/06/2018;
;ESCOLA DE VETERINARIA E ZOOTECNIA;ESTRESSE OXIDATIVO E ATIVIDADE DAS COLINESTERASES EM TAMANDUÁS-BANDEIRA (Myrmecophaga tridactyla Linnaeus, 1758)  RESGATADOS E DE CATIVEIRO;Ciências Agrárias - Medicina Veterinária - Patologia Animal - Patologia Clínica Animal;Com Programa de Pós-graduação da UFG;sim;sim;DANIELI BROLO MARTINS (DOCENTE - Coordenador);EXCLUÍDO;30/03/2017;03/04/2017 a 31/08/2018;
;FACULDADE DE HISTORIA;O impacto da Guerra Fria no Brasil em sua última fase;Ciências Humanas - História - História Moderna e Contemporânea;Sem Vínculo (Projeto Isolado);sim;não;DAVID MACIEL (DOCENTE - Coordenador);EXCLUÍDO;27/04/2017;01/08/2017 a 31/07/2018;
;UAE REJ CIÊNCIAS SOCIAIS APLICADAS;Direitos humanos e movimentos sociais no Sudoeste Goiano;Ciências Sociais Aplicadas - Direito - Teoria do Direito - Sociologia Jurídica, Ciências Sociais Aplicadas - Direito - Direitos Especiais;Sem Vínculo (Projeto Isolado);sim;não;DIEGO AUGUSTO DIEHL (DOCENTE - Coordenador);EXCLUÍDO;26/04/2017;01/08/2017 a 31/07/2018;
;FACULDADE DE DIREITO;Crédito e (Super) endividamento: Futuro do Direito do Consumidor no Brasil;Ciências Sociais Aplicadas - Direito - Direitos Especiais;Com Grupo de Pesquisa;sim;não;DIOGENES FARIA DE CARVALHO (DOCENTE - Coordenador);EXCLUÍDO;18/04/2017;03/05/2017 a 03/05/2018;
;UNID. ACAD. ESP/CIENCIAS HUMANAS - GOI;Projeto de Pesquisa: Experimentação em ensino de ciências e formação docente;Ciências Exatas e da Terra - Física - Física Geral - Instrumentação Específica de Uso Geral em Física;Sem Vínculo (Projeto Isolado);sim;não;ERONDINA AZEVEDO DE LIMA (DOCENTE - Coordenador);EXCLUÍDO;01/05/2017;01/08/2017 a 01/08/2017;
;FACULDADE DE CIÊNCIAS E TECNOLOGIA;Estudo de mistura asfáltica do tipo CBUQ Estocável para uso em pavimentação no Estado de Goiás;Engenharias - Engenharia Civil - Infra-Estrutura de Transportes - Rodovias  Projeto e Construção, Engenharias - Engenharia de Transportes;Com Grupo de Pesquisa;sim;não;JOAO PAULO SOUZA SILVA (DOCENTE - Coordenador);EXCLUÍDO;30/03/2017;31/03/2017 a 30/03/2020;
;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;Avaliação de cultivares de sorgo granífero em Jataí-GO;Ciências Agrárias - Agronomia - Fitotecnia - Manejo e Tratos Culturais;Com Grupo de Pesquisa;sim;não;JOSE HORTENCIO MOTA (DOCENTE - Coordenador);EXCLUÍDO;12/02/2017;01/02/2017 a 31/08/2020;
;ESCOLA DE VETERINARIA E ZOOTECNIA;Uso de Omnigem na terminação de bovinos de corte Confinados;Ciências Agrárias - Zootecnia - Nutrição e Alimentação Animal - Avaliação de Alimentos para Animais;Sem Vínculo (Projeto Isolado);sim;não;JULIANO JOSE DE RESENDE FERNANDES (DOCENTE - Coordenador);EXCLUÍDO;07/03/2017;01/04/2017 a 01/04/2019;
;FACULDADE DE ODONTOLOGIA;Sedação intranasal com dexmedetomidina e cetamina em odontopediatria (NASO II):   ensaio clínico randomizado;Ciências da Saúde - Medicina - Saúde Materno-Infantil, Ciências da Saúde - Odontologia - Odontopediatria;Com Grupo de Pesquisa;sim;não;LUCIANE RIBEIRO DE REZENDE SUCASAS DA COSTA (DOCENTE - Coordenador);EXCLUÍDO;12/04/2017;01/03/2017 a 28/02/2021;
;FACULDADE DE ENFERMAGEM;AVALIAÇÃO DA VULNERABILIDADE SOCIAL E EM SAÚDE DOS INDIVÍDUOS PRIVADOS DE LIBERDADE E TRABALHADORES DO SISTEMA PRISIONAL DO ESTADO DE GOIÁS: UM ESTUDO MULTICÊNTRICO  ;Ciências da Saúde - Enfermagem - Enfermagem de Saúde Pública, Ciências da Saúde - Saúde Coletiva - Epidemiologia, Ciências da Saúde - Saúde Coletiva - Saúde Pública;Com Programa de Pós-graduação da UFG;sim;não;MARCOS ANDRE DE MATOS (DOCENTE - Coordenador);GRAVADO;18/12/2017;15/11/2017 a 18/12/2020;
;ESCOLA DE AGRONOMIA;Caracterização físico-mecânica da madeira de clones de eucalipto VM01 submetida ao tratamento preservativo com arseniato de cobre cromatado (CCA);Ciências Agrárias - Recursos Florestais e Engenharia Florestal - Tecnologia e Utilização de Produtos Florestais - Propriedades Fisico-Mecânicas da Madeira;Sem Vínculo (Projeto Isolado);sim;não;MATHEUS PERES CHAGAS (DOCENTE - Coordenador);EXCLUÍDO;20/12/2017;01/08/2017 a 31/12/2018;
;FACULDADE DE CIENCIAS SOCIAIS;Como a implementação e re-formulação de programas de pagamento por desempenho (P4P/PBF) na atenção primária (APS) afetam o fortalecimento de sistemas de saúde em países de renda média e baixa no globo? - Uma análise comparada em política e sistema de saúde;Ciências Humanas - Ciência Política - Políticas Públicas;Sem Vínculo (Projeto Isolado);sim;não;PEDRO SANTOS MUNDIM (DOCENTE - Coordenador);GRAVADO;14/11/2017;09/11/2017 a 09/11/2018;
;INSTITUTO DE CIENCIAS BIOLOGICAS;Desenvolvimento, estrutura e metabolismo de galhas induzidas por Eurytoma sp. (Hymenoptera) em Caryocar brasiliense (Caryocaraceae);Ciências Biológicas - Botânica - Morfologia Vegetal - Citologia Vegetal, Ciências Biológicas - Botânica - Morfologia Vegetal - Anatomia Vegetal;Com Programa de Pós-graduação da UFG;sim;não;RENE GONCALVES DA SILVA CARNEIRO (DOCENTE - Coordenador);GRAVADO;06/11/2017;27/06/2017 a 27/06/2020;
;UAE REJ ESPECIAL DE EDUCAÇÃO;O FENÔMENO REPRESENTACIONAL NO PROCESSO DE ENSINO-APRENDIZAGEM DA LÍNGUA PORTUGUESA NAS ESCOLAS PÚBLICAS MUNICIPAIS DE JATAÍ-GO;Ciências Humanas - Educação - Fundamentos da Educação - Psicologia Educacional;Com Programa de Pós-graduação da UFG;sim;sim;ROSELY RIBEIRO LIMA (DOCENTE - Coordenador);GRAVADO;22/02/2017;01/01/2017 a 31/12/2018;
;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;ANÁLISE IMUNOPATOLÓGICA DE CAMUNDONGOS BALB/C IMPLANTADOS COM PMMA (LINNEA SAFE).;Ciências da Saúde - Medicina - Anatomia Patológica e Patologia Clínica;Sem Vínculo (Projeto Isolado);sim;não;RUY DE SOUZA LINO JUNIOR (DOCENTE - Coordenador);EXCLUÍDO;05/03/2017;01/04/2017 a 31/12/2021;
;FACULDADE DE ODONTOLOGIA;AVALIAÇÃO DA EFICÁCIA DO TRATAMENTO DE HIPERSENSIBILIDADE DENTINÁRIA UTILIZANDO DOIS TIPOS DE AGENTES DESSENSIBILIZANTES;Ciências da Saúde - Odontologia - Periodontia;Sem Vínculo (Projeto Isolado);sim;sim;VIRGILIO MOREIRA RORIZ (DOCENTE - Coordenador);EXCLUÍDO;14/04/2017;15/05/2017 a 20/12/2018;
;PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA;AVALIAÇÃO BIOTECNOLÓGICA DE ARGILAS E POLÍMEROS COMO MODELOS ADSORVENTES E INATIVANTES DE ADENOVÍRUS HUMANO EM ENSAIOS CONTROLADOS;Ciências Biológicas - Microbiologia - Microbiologia Aplicada;Com Grupo de Pesquisa;sim;não;HUGO DELLEON DA SILVA (DOCENTE - Coordenador);GRAVADO;29/07/2017;31/07/2017 a 31/12/2018;
;ESCOLA DE AGRONOMIA;Identificação de barreiras entre populações e espécies de plantas do Cerrado: uma abordagem integrada;Ciências Biológicas - Biologia Geral;Com Programa de Pós-graduação da UFG;sim;não;CAROLINA RIBEIRO DINIZ BOAVENTURA NOVAES (DOCENTE - Coordenador);GRAVADO;13/12/2017;06/06/2017 a 31/12/2019;
PI0982-2016;ESCOLA DE AGRONOMIA;SISTEMA DE PREVISÃO DE REQUEIMA E MANCHA-DE-SEPTORIA EM TOMATEIRO PARA REDUZIR APLICAÇÃO DE AGROTÓXICOS EM GOIÁS;Ciências Agrárias - Agronomia;Com Programa de Pós-graduação da UFG;sim;não;ABADIA DOS REIS NASCIMENTO (DOCENTE - Coordenador), ALICE MARIA QUEZADO DUVAL (EXTERNO - Colaborador), ALINY HELOÍSA ALCÂNTARA RODRIGUES (DISCENTE - Colaborador), CRISTIANE MARIA ASCARI MORGADO (EXTERNO - Colaborador), DONIELSIN DA SILVA ASSUNCAO (DISCENTE - Colaborador), FERNANDA CAMPOS DE OLIVEIRA AGUIAR (DISCENTE - Colaborador), FRITZ MOHN PENTEADO (DISCENTE - Colaborador), GEOVANNA DE OLIVEIRA PEIXOTO (DISCENTE - Colaborador), HELIO NICOLAU PEREIRA (SERVIDOR - Colaborador), IGOR GALVAO SANTANA (DISCENTE - Colaborador), JOÃO PEDRO DE SÁ GONDOLO (DISCENTE - Colaborador), JOÃO PEDRO MENDES LEÃO MENDONÇA (DISCENTE - Colaborador), JULIANA NASCIMENTO SILVA (DISCENTE - Colaborador), KLARK FERNANDES SOUSA SILVA (DISCENTE - Colaborador), LARISSA PERES DA PAIXAO (DISCENTE - Colaborador), LINO CARLOS BORGES (EXTERNO - Colaborador), LUCAS ALVES RODRIGUES (DISCENTE - Colaborador), LUCAS BARBOSA CAVALCANTE (DISCENTE - Colaborador), LUIS CARLOS CUNHA JUNIOR (DOCENTE - Vice-coodernador), NATALIA RODRIGUES GOMES (DISCENTE - Colaborador), PAULO CESAR MATIAS DA SILVA FILHO (DISCENTE - Colaborador), REGIS DE CASTRO FERREIRA (DOCENTE - Colaborador), RODRIGO DE MELO BUSSONS (DISCENTE - Colaborador), SAULO ALVES RODRIGUES (DISCENTE - Colaborador), THALES VINICIUS SILVA RIBEIRO (DISCENTE - Colaborador), VITTOR BERTO RIBEIRO BRANDÃO (DISCENTE - Colaborador), VIVIANE TEIXEIRA RODRIGUES (DISCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;17/04/2017;09/12/2016 a 09/12/2018;
PI01462-2016;ESCOLA DE AGRONOMIA;SISTEMA DE PREVISÃO DE REQUEIMA E MANCHA-DE-SEPTORIA EM TOMATEIRO PARA REDUZIR APLICAÇÃO DE AGROTÓXICOS EM GOIÁS;Ciências Agrárias - Agronomia - Fitotecnia - Manejo e Tratos Culturais;Com Programa de Pós-graduação da UFG;sim;não;ABADIA DOS REIS NASCIMENTO (DOCENTE - Coordenador), ADRIANA TERAMOTO (DOCENTE - Colaborador), ALICE MARIA QUEZADO DUVAL (EXTERNO - Colaborador), ALINY HELOÍSA ALCÂNTARA RODRIGUES (DISCENTE - Colaborador), BONIEK GONTIJO VAZ (DOCENTE - Colaborador), CRISTIANE MARIA ASCARI MORGADO (EXTERNO - Colaborador), DONIELSIN DA SILVA ASSUNCAO (DISCENTE - Colaborador), FERNANDA CAMPOS DE OLIVEIRA AGUIAR (DISCENTE - Colaborador), FRITZ MOHN PENTEADO (DISCENTE - Colaborador), GEOVANNA DE OLIVEIRA PEIXOTO (DISCENTE - Colaborador), HELIO NICOLAU PEREIRA (SERVIDOR - Colaborador), JOÃO PEDRO DE SÁ GONDOLO (DISCENTE - Colaborador), JOÃO PEDRO MENDES LEÃO MENDONÇA (DISCENTE - Colaborador), JOSÉ WELLINGTON ABREU PEREIRA (DISCENTE - Colaborador), JULIANA NASCIMENTO SILVA (DISCENTE - Colaborador), KLARK FERNANDES SOUSA SILVA (DISCENTE - Colaborador), LINO CARLOS BORGES (EXTERNO - Colaborador), LUCAS ALVES RODRIGUES (DISCENTE - Colaborador), LUCAS BARBOSA CAVALCANTE (DISCENTE - Colaborador), LUIS CARLOS CUNHA JUNIOR (DOCENTE - Vice-coodernador), NATALIA RODRIGUES GOMES (DISCENTE - Colaborador), REGIS DE CASTRO FERREIRA (DOCENTE - Colaborador), THALES VINICIUS SILVA RIBEIRO (DISCENTE - Colaborador), VALDIR LOURENÇO JUNIOR (EXTERNO - Colaborador);EXCLUÍDO;14/04/2017;09/12/2016 a 31/12/2018;
PV01317-2016;UAE REJ ESTUDOS GEOGRÁFICOS;Estudo comparativo entre valores de temperatura do ar registrados em estações meteorológicas automáticas do Instituto Nacional de Meteorologia e valores registrados em imagens termais obtidas por sensoriamento remoto;Ciências Exatas e da Terra - Geociências - Geografia Física - Climatologia Geográfica;Com Grupo de Pesquisa;sim;não;ADALTO MOREIRA BRAZ (DISCENTE - Colaborador), ALECIO PERINI MARTINS (DOCENTE - Coordenador), CARLOS EDUARDO DAMASCENO (DISCENTE - Colaborador), ELIZA MURIELE TEIXEIRA DA SILVA (DISCENTE - Colaborador), HILDEU FERREIRA DA ASSUNCAO (DOCENTE - Colaborador), IRACI SCOPEL (DOCENTE - Colaborador), JOAO BATISTA PEREIRA CABRAL (DOCENTE - Colaborador), LORENA PAULA  SILVA (DISCENTE - Colaborador), LUCAS CARVALHO BORGES DE LIMA (DISCENTE - Colaborador), MARLUCE SILVA SOUSA (EXTERNO - Colaborador), MAURICIO JOSE ALVES BOLZAM (DOCENTE - Colaborador), MIRIAN MARIA DE PAULA (DISCENTE - Colaborador), NAYARA ALVES FERREIRA (DISCENTE - Colaborador), PATRÍCIA TINOCO SANTOS (DISCENTE - Colaborador), RAQUEL MARIA DE OLIVEIRA (DOCENTE - Colaborador), ROBERTO ROSA (EXTERNO - Colaborador), WELLMO DOS SANTOS ALVES (DISCENTE - Colaborador), WINDER RODRIGUES PIRES (SERVIDOR - Colaborador), ZILDA DE FATIMA MARIANO (DOCENTE - Colaborador);EM ANDAMENTO;04/05/2017;04/01/2016 a 31/12/2018;
PV01280-2016;ESCOLA DE MUSICA E ARTES CENICAS;TEATRO E HIEROFANIA: Estudos da Imaginação Simbólica nas Artes da Cena  ;Lingüística, Letras e Artes - Artes - Teatro - Dramaturgia, Lingüística, Letras e Artes - Artes - Teatro - Interpretação Teatral, Lingüística, Letras e Artes - Artes - Cinema - Interpretação Cinematográfica;Com Grupo de Pesquisa;sim;não;ALEXANDRE SILVA NUNES (DOCENTE - Coordenador), ANDREANE LIMA E SILVA (DISCENTE - Colaborador), CONRADO OLIVEIRA CONCEIÇÃO (DISCENTE - Colaborador), RENATA ALESSANDRA WEBER (EXTERNO - Colaborador), ROBERTA VIEIRA ROCHA (DISCENTE - Colaborador), VITÓRIA RODRIGUES SANTANA (DISCENTE - Colaborador);EM ANDAMENTO;30/04/2017;16/03/2016 a 31/07/2021;
PI0235-2016;FACULDADE DE ODONTOLOGIA;Avaliação de mediadores envolvidos na imunosupressão local e evasão de células de tumores malignos de glândulas salivares;Ciências da Saúde - Odontologia;Com Programa de Pós-graduação da UFG;sim;sim;ALINE CARVALHO BATISTA (DOCENTE - Coordenador), ANA CAROLINE RODRIGUES DE FARIAS (DISCENTE - Colaborador), CARLA MOSCONI (DISCENTE - Colaborador), DIEGO ANTONIO COSTA ARANTES (DISCENTE - Colaborador), ELISMAURO FRANCISCO DE MENDONCA (DOCENTE - Colaborador), GABRIELLA ALVES QUIXABEIRA OLIVEIRA (DISCENTE - Colaborador), HENRIQUE MOURA DE PAULA (DOCENTE - Colaborador);EM ANDAMENTO;17/03/2017;01/06/2016 a 30/09/2019;
PI01405-2016;FACULDADE DE ODONTOLOGIA;Avaliação de mediadores envolvidos na imunosupressão local e evasão de células de tumores malignos de glândulas salivares;Ciências da Saúde - Odontologia;Sem Vínculo (Projeto Isolado);sim;sim;ALINE CARVALHO BATISTA (DOCENTE - Coordenador), CARLA MOSCONI (DISCENTE - Colaborador), ELISMAURO FRANCISCO DE MENDONCA (DOCENTE - Colaborador), HENRIQUE MOURA DE PAULA (DOCENTE - Colaborador);EXCLUÍDO;03/03/2017;01/06/2016 a 31/05/2018;
;FACULDADE DE CIENCIAS SOCIAIS;Capacidades Estatais e Condicionantes Institucionais ao Investimento em Infraestrutura;Ciências Humanas - Ciência Política - Políticas Públicas - Análise Institucional;Com Programa de Pós-graduação da UFG;sim;não;ANA KARINE PEREIRA (DOCENTE - Coordenador);GRAVADO;25/07/2017;01/08/2016 a 01/11/2018;
PI02158-2016;FACULDADE DE CIENCIAS SOCIAIS;Capacidades Estatais e Condicionantes Institucionais ao Investimento em Infraestrutura        ;Ciências Humanas - Ciência Política - Políticas Públicas - Análise Institucional;Com Programa de Pós-graduação da UFG;sim;não;ANA KARINE PEREIRA (DOCENTE - Coordenador), FELIPE MATHEUS REZENDE COSTA FARIA (DISCENTE - Colaborador), JOSÉ ALVES DE OLIVEIRA JÚNIOR (DISCENTE - Colaborador), NÚBIA MESQUITA DE LIMA (DISCENTE - Colaborador), PAULO VICTOR GOMES COELHO (DISCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;23/01/2018;23/09/2016 a 28/12/2018;
PI03380-2016;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;Análise da formação de biofilmes bacterianos em biomateriais revestidos com diferentes fármacos empregados em coronariopatias;Ciências Biológicas - Microbiologia - Microbiologia Aplicada - Microbiologia Médica;Tipo de vínculo desconhecido;sim;não;ANA PAULA JUNQUEIRA KIPNIS (DOCENTE - Coordenador), ANDRE KIPNIS (DOCENTE - Vice-coodernador), ROGÉRIO COUTINHO DAS NEVES (DISCENTE - Colaborador);EM ANDAMENTO;25/03/2019;01/03/2016 a 31/12/2020;
PV01492-2016;FACULDADE DE HISTORIA;O EXERCÍCIO DO PODER NO MUNDO ROMANO: Legitimidade do Príncipe, Escolha de Funcionários e Sucessão Imperial no Principado  ;Ciências Humanas - História - História Antiga e Medieval;Com Grupo de Pesquisa;sim;não;ANA TERESA MARQUES GONCALVES (DOCENTE - Coordenador), LAIS KLENNYS CARDOSO SILVA DE ALMEIDA (DISCENTE - Colaborador);EXCLUÍDO;17/02/2017;01/03/2016 a 01/02/2020;
PI0952-2016;INSTITUTO DE FISICA;MODIFICAÇÃO DA SUPERFÍCIE E DOPAGEM DE NANOESTRUTURAS SEMICONDUTORAS USANDO A TEORIA DO FUNCIONAL DA DENSIDADE;Ciências Exatas e da Terra - Física - Física da Matéria Condensada - Estados Eletrônicos;Sem Vínculo (Projeto Isolado);sim;não;ANDREIA LUISA DA ROSA (DOCENTE - Coordenador), CARSTEN RONNING (EXTERNO - Colaborador), ERIKA NASCIMENTO LIMA (EXTERNO - Colaborador), JAILTON SOUZA DE ALMEIDA (EXTERNO - Colaborador), LETICIA LIRA TACCA (DISCENTE - Colaborador), THOMAS FRAUENHEIM (EXTERNO - Colaborador);EM ANDAMENTO;25/04/2017;01/04/2016 a 31/03/2019;
PI01245-2016;ESCOLA DE ENGENHARIA CIVIL E AMBIENTAL;CONTRIBUIÇAO AO ESTUDO DE MATERIAIS E MÉTODOS PARA PRODUÇÃO E UTILIZAÇÃO DE CONCRETOS ESPECIAIS: DE ALTO DESEMPENHO, AUTO-ADENSÁVEIS E AUTO-LIMPANTES;Engenharias - Engenharia Civil - Construção Civil - Materiais e Componentes de Construção;Sem Vínculo (Projeto Isolado);sim;não;ANDRE LUIZ BORTOLACCI GEYER (DOCENTE - Coordenador);EM ANDAMENTO;26/04/2017;01/03/2016 a 31/12/2020;
PV01630-2016;UAE - DE ENGENHARIA - CATALÃO;Utilização de processo Fenton na degradação de compostos orgânicos: estudo da dose  de H2O2 e dos catalisadores e cinética de degradação;Engenharias - Engenharia Sanitária - Tratamento de Águas de Abastecimento e Residuárias - Técnicas Avançadas de Tratamento de Águas;Com Grupo de Pesquisa;sim;não;ALISSON CARRARO BORGES (EXTERNO - Colaborador), ANTONIO TEIXEIRA DE MATOS (EXTERNO - Colaborador), ANTOVER PANAZZOLO SARMENTO (DOCENTE - Coordenador), LINCOLN LUCILIO ROMUALDO (DOCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;23/08/2017;01/07/2016 a 30/03/2018;
PI01330-2016;FACULDADE DE LETRAS;VULNERABILIDADE DOS POVOS INDÍGENAS DA AMAZÔNIA BRASILEIRA   FRENTE ÀS MUDANÇAS CLIMÁTICAS;Ciências Biológicas - Biologia Geral;Sem Vínculo (Projeto Isolado);sim;não;ARTHUR ANGELO BISPO DE OLIVEIRA (DOCENTE - Coordenador), CARLOS ABS DA CRUZ BIANCHI (DOCENTE - Colaborador), CAROLINE CORRÊA NÓBREGA (EXTERNO - Colaborador), KATHLEEN FERREIRA DE PAIVA SOUZA (EXTERNO - Colaborador), KATIA ALCIONE KOPP (DOCENTE - Colaborador), LORENA DALL ARA GUIMARAES (DOCENTE - Colaborador), MATHEUS MENTONE DE BRITTO SIQUEIRA (DISCENTE - Colaborador), NICOLE MÉRCIA ALVES GOMES (DISCENTE - Colaborador), PAULO DE MARCO JUNIOR (DOCENTE - Vice-coodernador), PAULO ROBERTO DE SOUZA MOUTINHO (EXTERNO - Colaborador), RAYELE MAYARA MACEDO DE OLIVEIRA (DISCENTE - Colaborador), SHAYANA DE JESUS (EXTERNO - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;04/05/2017;30/08/2016 a 30/08/2018;
PI0797-2016;ESCOLA DE ENGENHARIA ELÉTRICA, MECANICA E DE COMPUTACAO;MÉTODOS NUMÉRICOS E OTIMIZAÇÃO APLICADOS À ANÁLISE NÃO-LINEAR DE MÁQUINAS ELÉTRICAS;Engenharias - Engenharia Elétrica - Sistemas Elétricos de Potência - Máquinas Elétricas e Dispositivos de Potência;Com Programa de Pós-graduação da UFG;sim;não;ALISSON RODRIGUES DE PAULA (DISCENTE - Colaborador), ANDERSOM GOMES DE MOURA E SILVA (DISCENTE - Colaborador), BEATRIZ REIS DOS SANTOS (DISCENTE - Colaborador), BERNARDO PINHEIRO DE ALVARENGA (DOCENTE - Coordenador), DIEGO SOARES DOS SANTOS (DISCENTE - Colaborador), ENES GONCALVES MARRA (DOCENTE - Colaborador), LOURENCO MATIAS (DOCENTE - Colaborador), LUCAS FRANCO DE ASSIS (DISCENTE - Colaborador), MORGAN TSHIPAMBA NGANGA MAYOYI (DISCENTE - Colaborador), PHILLIPE MATHEUS FERREIRA MARTINS (DISCENTE - Colaborador), SERGIO PIRES PIMENTEL (DOCENTE - Colaborador), WANDER GONCALVES DA SILVA (DOCENTE - Colaborador), WESLEY PACHECO CALIXTO (EXTERNO - Colaborador);EM ANDAMENTO;12/04/2017;07/03/2016 a 11/03/2021;
