CÓDIGO;UNIDADE;TÍTULO;ÁREA DE CONHECIMENTO;VINCULAÇÃO;FINANCIADO;PASSA POR COMITÊ;PARTICIPAÇÃO;STATUS;DATA DE CADASTRO;PERÍODO DE VIGÊNCIA;
PV0291-2017;FACULDADE DE LETRAS;CONSTRUÇÃO DO ACERVO AUDIOVISUAL DA LÍNGUA FALADA EM GOIÁS: HISTORIOGRAFIA-LINGUÍSTICA DA LÍNGUA DE GOIÁS NA PERSPECTIVA DA SOCIOLINGÜÍSTICA COGNITIVA.;Lingüística, Letras e Artes - Lingüística - Sociolingüística e Dialetologia;Com Grupo de Pesquisa;não;sim;ALINE DA CRUZ (DOCENTE - Colaborador), AMANDA DINIZ VALLADA (DISCENTE - Colaborador), DANILLO MACEDO LIMA BATISTA (DISCENTE - Colaborador), GLAUCIA VIEIRA CANDIDO (DOCENTE - Vice-coodernador), SEBASTIAO ELIAS MILANI (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);15/03/2017;13/03/2017 a 31/12/2021;
PV0420-2017;FACULDADE DE LETRAS;Historiografia-Linguística dos conceitos de indivíduo e de sujeito nos estudos da linguagem;Lingüística, Letras e Artes - Lingüística - Lingüística Histórica;Com Grupo de Pesquisa;não;não;ALINE DA CRUZ (DOCENTE - Colaborador), ELIEL NAVES DE QUEIROZ (DISCENTE - Colaborador), HELDA NÚBIA ROSA (DISCENTE - Colaborador), JEFFERSON SILVA DO REGO (EXTERNO - Colaborador), MARIANA BESSA DOS SANTOS (DISCENTE - Colaborador), PEDRO HENRIQUE DA SILVA (DISCENTE - Colaborador), SEBASTIAO ELIAS MILANI (DOCENTE - Coordenador), VANESSA GHILARDI-FOSSÃ (DISCENTE - Colaborador);EM ANDAMENTO;21/03/2017;31/03/2017 a 31/12/2021;
PV01244-2017;FACULDADE DE LETRAS;O ensino da redação nas escolas públicas;Lingüística, Letras e Artes - Lingüística - Filosofia da Linguagem;Com Grupo de Pesquisa;não;não;SEBASTIAO ELIAS MILANI (DOCENTE - Coordenador);EXCLUÍDO;26/04/2017;01/08/2017 a 31/07/2018;
PI01704-2017;INSTITUTO DE CIENCIAS BIOLOGICAS;DESENVOLVIMENTO DE PROTOCOLO PARA MICROPROPAGAÇÃO CLONAL EM BIORREATOR DE DIFERENTES CULTIVARES DE CANA-DE-AÇÚCAR (Saccharum spp.);Ciências Agrárias - Agronomia - Fitotecnia - Melhoramento Vegetal;Com Programa de Pós-graduação da UFG;não;não;CRIS HANNY PIRES ARAUJO (EXTERNO - Colaborador), PAULO ROBERTO FARIA (SERVIDOR - Colaborador), SERGIO TADEU SIBOV (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;31/08/2017;01/10/2017 a 30/09/2018;
PI01705-2017;INSTITUTO DE CIENCIAS BIOLOGICAS;DESENVOLVIMENTO DE PROTOCOLO PARA MICROPROPAGAÇÃO CLONAL DE VARIEDADES ELITES DE MOGNO AFRICANO (Khaya ivorensis A.CHEV);Ciências Agrárias - Agronomia - Fitotecnia - Melhoramento Vegetal;Com Programa de Pós-graduação da UFG;não;não;LUCIANO LAJOVIC CARNEIRO (EXTERNO - Colaborador), PAULO ROBERTO FARIA (SERVIDOR - Colaborador), SERGIO TADEU SIBOV (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;31/08/2017;01/10/2017 a 30/09/2018;
PI02487-2017;UAE - DE GESTÃO DE NEGÓCIOS - CATALÃO;Stress, estratégias de coping e saúde física de professores em início de carreira na universidade;Ciências Sociais Aplicadas - Administração - Administração de Empresas - Administração de Recursos Humanos;Com Programa de Pós-graduação da UFG;não;não;ANDRE VASCONCELOS DA SILVA (DOCENTE - Vice-coodernador), MACIEL RODRIGUES BORGES (DISCENTE - Colaborador), MARCOS ALVES GOMES (DISCENTE - Colaborador), MARCOS BUENO (DOCENTE - Vice-coodernador), SERIGNE ABABACAR CISSE BA (DOCENTE - Coordenador);EM ANDAMENTO;23/04/2018;01/01/2017 a 31/12/2020;
PI01153-2017;FACULDADE DE ODONTOLOGIA;AVALIAÇÃO DA RESISTÊNCIA À FLEXÃO DE MATERIAIS DE REGISTRO INTEROCLUSAIS A BASE DE SILICONA DE ADIÇÃO.;Ciências da Saúde - Odontologia - Clínica Odontológica;Sem Vínculo (Projeto Isolado);não;não;PATRICK DOMINGUES DE OLIVEIRA (DISCENTE - Colaborador), SICKNAN SOARES DA ROCHA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);18/04/2017;20/04/2017 a 31/12/2018;
PI01694-2017;FACULDADE DE ODONTOLOGIA;AVALIAÇÃO DA RESISTÊNCIA A FLEXÃO DE MATERIAIS DE REGISTRO INTEROCLUSAIS A BASE DE SILICONAS DE ADIÇÃO.;Ciências da Saúde - Odontologia - Materiais Odontológicos;Sem Vínculo (Projeto Isolado);não;não;PATRICK DOMINGUES DE OLIVEIRA (DISCENTE - Colaborador), SICKNAN SOARES DA ROCHA (DOCENTE - Coordenador);EXCLUÍDO;29/08/2017;03/04/2017 a 31/08/2018;
PV0311-2017;FACULDADE DE EDUCACAO;TRABALHO DOCENTE, RACIONALIDADE E ADOECIMENTO NA UNIVERSIDADE: BARBÁRIE OCULTA E APARENTE EM ESTADO DA ARTE;Ciências Humanas - Educação - Fundamentos da Educação - Psicologia Educacional;Com Grupo de Pesquisa;não;não;CARLOS CARDOSO SILVA (DOCENTE - Colaborador), JUSSIMARIA ALMEIDA DOS SANTOS (EXTERNO - Colaborador), SILVIA ROSA DA SILVA ZANOLLA (DOCENTE - Coordenador), SIMEI ARAUJO SILVA (DOCENTE - Colaborador), WELMA ALEGNA TERRA (EXTERNO - Colaborador);EM ANDAMENTO (Documentos Conferidos);14/03/2017;13/03/2017 a 13/03/2019;
;UAE REJ CIÊNCIAS HUMANAS E LETRAS;Análise das capacidades de Leitura e Interpretação de Textos do Caderno Aprender+;Lingüística, Letras e Artes - Lingüística - Lingüística Aplicada;Com Grupo de Pesquisa;não;não;SILVIO RIBEIRO DA SILVA (DOCENTE - Coordenador);GRAVADO;26/04/2018;01/08/2017 a 31/07/2019;
PV0980-2017;UAE REJ CIÊNCIAS HUMANAS E LETRAS;Livro Didático de Português: valorização do sujeito negro ou embranquecimento social?;Lingüística, Letras e Artes - Lingüística - Lingüística Aplicada;Com Grupo de Pesquisa;não;não;ALYNE BARBOSA LIMA (DISCENTE - Colaborador), SILVIO RIBEIRO DA SILVA (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;17/04/2017;01/08/2017 a 31/08/2018;
PI01675-2017;UAE REJ CIÊNCIAS HUMANAS E LETRAS;Produção escrita: análise da escolarização de gêneros em livros didáticos de português e sequências didáticas da olimpíada de língua portuguesa escrevendo o futuro;Ciências Humanas - Educação;Com Programa de Pós-graduação da UFG;não;não;SILVIO RIBEIRO DA SILVA (DOCENTE - Coordenador), TAYNAN LIMA CARVALHO (DISCENTE - Vice-coodernador);EM ANDAMENTO (Documentos Conferidos);17/08/2017;03/03/2017 a 03/03/2019;
PI01963-2017;UAE REJ CIÊNCIAS HUMANAS E LETRAS;Reescrita em livros didáticos de português do ensino médio: o que se propõe e o que se faz;Ciências Humanas - Educação - Ensino-Aprendizagem - Métodos e Técnicas de Ensino, Lingüística, Letras e Artes - Lingüística - Lingüística Aplicada;Com Programa de Pós-graduação da UFG;não;não;MAIELE SOUSA SILVA LIMA (DISCENTE - Colaborador), SILVIO RIBEIRO DA SILVA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);04/12/2017;01/03/2017 a 01/03/2019;
PV0795-2017;UNID. ACAD. ESP./EDUCAÇÃO - CATALÃO;A Questão Ambiental e o Conhecimento Químico;Ciências Humanas - Educação - Ensino-Aprendizagem - Métodos e Técnicas de Ensino;Com Grupo de Pesquisa;não;não;DANILO FERNANDES LOBATO (DISCENTE - Colaborador), DAYANE GRACIELE DOS SANTOS (DOCENTE - Vice-coodernador), HYGOR DE ALMEIDA RODRIGUES (DISCENTE - Colaborador), RENATA JOSE DE MELO (DISCENTE - Colaborador), SIMARA MARIA TAVARES NUNES SIMOES (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);12/04/2017;01/01/2017 a 31/03/2019;
PI0885-2017;UNID. ACAD. ESP./EDUCAÇÃO - CATALÃO;ENSINO DE CIÊNCIAS: realidade e a formação de professores;Ciências Humanas - Educação - Ensino-Aprendizagem - Métodos e Técnicas de Ensino;Com Programa de Pós-Graduação de Outra IES;não;sim;DANILO FERNANDES LOBATO (DISCENTE - Colaborador), DAYANE GRACIELE DOS SANTOS (DOCENTE - Vice-coodernador), HYGOR DE ALMEIDA RODRIGUES (DISCENTE - Colaborador), RENATA JOSE DE MELO (DISCENTE - Colaborador), SIMARA MARIA TAVARES NUNES SIMOES (DOCENTE - Coordenador);EM ANDAMENTO;14/04/2017;01/01/2017 a 31/12/2021;
PI02760-2017;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;DESEMPENHO AGRONÔMICO DO MILHO EM FUNÇÃO DA CULTURA ANTECESSORA E INOCULAÇÃO COM Azospirillum brasilense;Ciências Agrárias - Agronomia - Ciência do Solo - Fertilidade do Solo e Adubação;Com Programa de Pós-graduação da UFG;não;não;ALEX OLIVEIRA SMANIOTTO (DISCENTE - Colaborador), CARLA GOMES MACHADO (DOCENTE - Colaborador), CECILIA DE CASTRO BOLINA (DOCENTE - Colaborador), CLAUDIO HIDEO MARTINS DA COSTA (DOCENTE - Colaborador), DARLY GERALDO DE SENA JUNIOR (DOCENTE - Colaborador), JAQUELINE FATIMA RODRIGUES (DOCENTE - Colaborador), JOÃO VITOR GOTTEMS (DISCENTE - Colaborador), JULIANO HENRIQUE DE FREITAS NETO (DISCENTE - Colaborador), MAGNO GONÇALVES BRAZ (DISCENTE - Colaborador), MARCELO MARQUES COSTA (DOCENTE - Colaborador), PIERO IORI (DOCENTE - Colaborador), ROGÉRIO BORGES DE OLIVEIRA PAZ (SERVIDOR - Colaborador), SIMERIO CARLOS SILVA CRUZ (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);13/07/2018;07/06/2018 a 30/09/2022;
PI01971-2017;FACULDADE DE EDUCACAO;Formação, Imaginação e Pensamento: Estudo dos valores de conhecimento e suas implicações na cultura e educação modernas.;Ciências Humanas - Educação - Fundamentos da Educação - Filosofia da Educação;Sem Vínculo (Projeto Isolado);não;não;SIMONE ALEXANDRE MARTINS CORBINIANO (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);05/12/2017;01/10/2017 a 31/10/2020;
PI0365-2017;INSTITUTO DE CIENCIAS BIOLOGICAS;A História e a Filosofia da Ciência no Ensino de Ciências  uma revisão sistemática da produção brasileira ;Ciências Humanas - Educação - Currículo - Currículos Específicos para Níveis e Tipos de Educação;Com Programa de Pós-graduação da UFG;não;não;ADDA DANIELA LIMA FIGUEIREDO ECHALAR (DOCENTE - Colaborador), AGUSTINA ROSA ECHEVERRIA (DOCENTE - Colaborador), ANITA GABRIELLA FERREIRA NORATO (DISCENTE - Colaborador), IURY KESLEY MARQUES DE OLIVEIRA MARTINS (DISCENTE - Colaborador), JAMES ROGADO (EXTERNO - Colaborador), JOSE RILDO DE OLIVEIRA QUEIROZ (DOCENTE - Colaborador), NYUARA ARAUJO DA SILVA MESQUITA (DOCENTE - Colaborador), RONES DE DEUS PARANHOS (DOCENTE - Vice-coodernador), SIMONE SENDIN MOREIRA GUIMARAES (DOCENTE - Coordenador), WELLINGTON PEREIRA DE QUEIROS (EXTERNO - Colaborador);EM ANDAMENTO (Documentos Conferidos);17/03/2017;10/03/2017 a 17/03/2027;
PI02135-2017;FACULDADE DE INFORMAÇÃO E COMUNICAÇÃO;FRONTEIRA ECONÔMICA X IMPACTO AMBIENTAL NA BACIA DO ARAGUAIA  O uso e as transformações da natureza na região da Bacia em Goiás;Ciências Sociais Aplicadas - Comunicação - Jornalismo e Editoração - Jornalismo Especializado (Comunitário, Rural, Empresarial, Científico), Ciências Humanas - Geografia - Geografia Regional - Teoria do Desenvolvimento Regional, Outras - Ciências Ambientais;Com Programa de Pós-graduação da UFG;não;não;FAUSTO MIZIARA (DOCENTE - Vice-coodernador), SOLANGE MARIA FRANCO (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);29/12/2017;24/11/2017 a 23/12/2020;
PV0127-2017;UAE - DE GESTÃO DE NEGÓCIOS - CATALÃO;Vozes do Consumo no Brasil Central: Embalagem e Persuasão no Consumo Infantil, Estudo de Embalagens Promocionais;Engenharias - Engenharia de Produção - Engenharia do Produto - Desenvolvimento de Produto, Ciências Sociais Aplicadas - Administração - Administração de Empresas - Mercadologia;Com Grupo de Pesquisa;não;sim;SOLON BEVILACQUA (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;22/02/2017;31/03/2017 a 01/10/2018;
PI01636-2017;ESCOLA DE AGRONOMIA;Aspectos Socioeconômicos e eficiência agronômica de inseticidas químicos e naturais para o manejo de artrópodes pragas;Ciências Agrárias - Agronomia - Fitossanidade - Entomologia Agrícola, Ciências Sociais Aplicadas - Economia - Economias Agrária e dos Recursos Naturais - Economia Agrária;Com Programa de Pós-graduação da UFG;não;não;CAMILA REGINA DA SILVA SANTOS (DISCENTE - Colaborador), ELIANE DIAS QUINTELA (EXTERNO - Colaborador), MARCELO DIAS PAES FERREIRA (DOCENTE - Colaborador), SONIA MILAGRES TEIXEIRA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);20/07/2017;01/06/2017 a 29/07/2022;
PV01919-2017;UAE - DE ENGENHARIA - CATALÃO;APLICAÇÕES INTERDISCIPLINARES DE TÉCNICAS DE PESQUISA OPERACIONAL;Engenharias - Engenharia de Produção - Pesquisa Operacional;Com Grupo de Pesquisa;não;não;DALTON MATSUO TAVARES (DOCENTE - Vice-coodernador), LAZARO ANTONIO DA FONSECA JUNIOR (DOCENTE - Colaborador), NAIARA FAIAD SEBBA CALIFE GARCIA (DOCENTE - Colaborador), STELLA JACYSZYN BACHEGA (DOCENTE - Coordenador), THAIS MARIA DO NASCIMENTO SANTANA (DISCENTE - Colaborador), VANESSA APARECIDA DE OLIVEIRA ROSA (DOCENTE - Colaborador);EM ANDAMENTO;24/11/2017;01/09/2017 a 31/12/2020;
PI01637-2017;UAE REJ ESPECIAL DE EDUCAÇÃO;SOCIEDADE BRASILEIRA: EDUCAÇÃO, TEMAS SOCIAIS E CINEMA  ;Ciências Humanas - Educação - Tópicos Específicos de Educação - Educação Permanente;Tipo de vínculo desconhecido;não;não;ALANNA ESTER ALVES DOS SANTOS (DISCENTE - Colaborador), DOUGLAS SOARES FREITAS (DISCENTE - Colaborador), ELISANGELA DA SILVA SANTOS (DOCENTE - Colaborador), EVA APARECIDA DE OLIVEIRA (DOCENTE - Colaborador), GABRIELA SANCHEZ BENEVIDES (DISCENTE - Colaborador), HALLINE MARIANA SANTOS SILVA (DOCENTE - Colaborador), STÉFANE BARROS DA COSTA (DISCENTE - Colaborador), SUELY DOS SANTOS SILVA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);20/07/2017;08/08/2017 a 30/12/2020;
PI02257-2017;FACULDADE DE INFORMAÇÃO E COMUNICAÇÃO;Construção do Sujeito com Síndrome de Down na Produção Cinematográfica Brasileira: estudo a partir do dispositivo fílmico Colegas;Ciências Sociais Aplicadas - Comunicação;Com Programa de Pós-graduação da UFG;não;não;SUELY HENRIQUE DE AQUINO GOMES (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);07/03/2018;06/03/2017 a 06/03/2019;
;UAE REJ ESPECIAL DE EDUCAÇÃO;A HISTÓRIA E TEORIA DA ARTE NO CAMPO DA PESQUISA INTERARTES: ARTE, MUSEUS, CURADORIA, EXPOSIÇÃO E CRÍTICA DE ARTE;Ciências Sociais Aplicadas - Museologia, Ciências Humanas - Educação - Fundamentos da Educação, Lingüística, Letras e Artes - Artes - Fundamentos e Crítica das Artes - Teoria da Arte;Com Grupo de Pesquisa;não;não;JOSE SILVIO DE OLIVEIRA (DOCENTE - Colaborador), MARCIO PIZARRO NORONHA (DOCENTE - Colaborador), SUELY LIMA DE ASSIS PINTO (DOCENTE - Coordenador), VALQUIRIA GUIMARAES DUARTE (DOCENTE - Colaborador);GRAVADO;20/04/2017;07/08/2017 a 20/12/2019;
PV01905-2017;UAE REJ ESTUDOS GEOGRÁFICOS;Professores de Geografia em formação: diretrizes curriculares nacionais;Ciências Humanas - Geografia - Geografia Humana;Com Grupo de Pesquisa;não;sim;ALECIO PERINI MARTINS (DOCENTE - Vice-coodernador), BÁRBARA MARIA FREITAS DA SILVA (DISCENTE - Colaborador), ELEIDA ANDRADE GARCIA MACEDO (EXTERNO - Colaborador), ELIZA MURIELE TEIXEIRA DA SILVA (DISCENTE - Colaborador), FRANCIELLY DAMARIS FERREIRA GUIMARAES (SERVIDOR - Colaborador), FRANCISCO TOMAZ DE MOURA JUNIOR (DISCENTE - Colaborador), LULINE SILVA CARVALHO (DOCENTE - Colaborador), PRISCILA BRAGA PAIVA (DISCENTE - Colaborador), ROSANA ALVES RIBAS (DOCENTE - Colaborador), SUZANA RIBEIRO LIMA OLIVEIRA (DOCENTE - Coordenador);EM ANDAMENTO;20/11/2017;06/10/2017 a 06/10/2019;
PI0764-2017;FACULDADE DE CIENCIAS SOCIAIS;Ecologia da adivinhação:  Práticas divinatórias e prognósticos climáticos no sertão da Bahia  ;Ciências Humanas - Antropologia - Teoria Antropológica, Ciências Humanas - Antropologia - Antropologia Rural, Ciências Humanas - Antropologia - Antropologia das Populações Afro-Brasileiras;Sem Vínculo (Projeto Isolado);não;não;SUZANE DE ALENCAR VIEIRA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);11/04/2017;11/04/2017 a 11/04/2020;
PI0924-2017;ESCOLA DE AGRONOMIA;SEMENTES FLORESTAIS NATIVAS DO CERRADO: Ecologia e Tecnologia ;Ciências Agrárias - Recursos Florestais e Engenharia Florestal - Silvicultura - Sementes Florestais;Com Programa de Pós-graduação da UFG;não;não;FERNANDA GOMES FERREIRA (DOCENTE - Colaborador), FRANCINE NEVES CALIL (DOCENTE - Colaborador), HERY JONATAS ROSA RIBEIRO (DISCENTE - Colaborador), PATRICIA PEREIRA PIRES (DOCENTE - Colaborador), SYBELLE BARREIRA (DOCENTE - Coordenador), TALITA FREIRE ALMEIDA (DISCENTE - Colaborador), THIAGO AUGUSTO SAMPAIO TELES (SERVIDOR - Vice-coodernador);EM ANDAMENTO (Documentos Conferidos);15/04/2017;04/04/2017 a 31/12/2022;
PI0925-2017;ESCOLA DE AGRONOMIA;Mogno Africano: ecologia, silvicultura e manejo florestal;Ciências Agrárias - Recursos Florestais e Engenharia Florestal - Manejo Florestal;Com Programa de Pós-graduação da UFG;não;não;CARLOS ROBERTO SETTE JUNIOR (DOCENTE - Colaborador), FERNANDA GOMES FERREIRA (DOCENTE - Colaborador), FRANCINE NEVES CALIL (DOCENTE - Colaborador), MARCO ANTÔNIO MARCELINO BAHIA (DISCENTE - Colaborador), MATHEUS PERES CHAGAS (DOCENTE - Colaborador), QUEZIA CAVALCANTE OLIVEIRA (DISCENTE - Colaborador), SYBELLE BARREIRA (DOCENTE - Coordenador), THIAGO AUGUSTO SAMPAIO TELES (SERVIDOR - Colaborador);EM ANDAMENTO;15/04/2017;03/04/2017 a 31/12/2022;
PV0933-2017;ESCOLA DE AGRONOMIA;Fitossociologia, dinâmica e prognose em áreas de Floresta Estacional Semidecidual (nativa e recuperada);Ciências Agrárias - Recursos Florestais e Engenharia Florestal - Manejo Florestal;Com Grupo de Pesquisa;não;não;BRENDA BÁRBARA ARAUJO RIBEIRO (DISCENTE - Colaborador), CARLOS ROBERTO SETTE JUNIOR (DOCENTE - Colaborador), FERNANDA GOMES FERREIRA (DOCENTE - Vice-coodernador), FRANCIEUDES PEREIRA DO NASCIMENTO (DISCENTE - Colaborador), FRANCINE NEVES CALIL (DOCENTE - Colaborador), HALLEFY JÚNIO DE SOUZA (DISCENTE - Colaborador), HERY JONATAS ROSA RIBEIRO (DISCENTE - Colaborador), JULIA MACHADO SANTOS (DISCENTE - Colaborador), MATHEUS PERES CHAGAS (DOCENTE - Colaborador), RODRIGO FALEIRO DE LIMA (DISCENTE - Colaborador), RONALDO SOARES DA SILVA JUNIOR (DISCENTE - Colaborador), SYBELLE BARREIRA (DOCENTE - Coordenador), TALITA FREIRE ALMEIDA (DISCENTE - Colaborador), THIAGO AUGUSTO SAMPAIO TELES (SERVIDOR - Colaborador);EM ANDAMENTO (Documentos Conferidos);24/04/2017;04/04/2017 a 31/12/2022;
PI0584-2017;ESCOLA DE ENGENHARIA CIVIL E AMBIENTAL;Otimização de topologia baseada em ground structure e métodos de densidade com ênfase em manufatura complementar;Engenharias - Engenharia Civil - Estruturas - Mecânica das Estruturas;Com Programa de Pós-graduação da UFG;não;não;ALISSON MARQUES CALIMAN (DISCENTE - Colaborador), CAMILLA PEREIRA (DISCENTE - Colaborador), EDUARDO NORONHA FRANCA FILHO (DISCENTE - Colaborador), FELIPE VIEIRA ADORNO (DISCENTE - Colaborador), KÊNIA AIKO TOGOE FERNANDES GOUVEIA (DISCENTE - Colaborador), LUCAS DE OLIVEIRA FONSECA (DISCENTE - Colaborador), MAURÍLIO DE JESUS SOUZA (DOCENTE - Colaborador), SYLVIA REGINA MESQUITA DE ALMEIDA (DOCENTE - Coordenador);EM ANDAMENTO;03/04/2017;01/03/2017 a 31/08/2021;
PV0331-2017;FACULDADE DE EDUCAÇÃO FISICA E DANÇA;PERFIL ANTROPOMÉRICO E PREVALÊNCIA DE OBESIDADE DE INDIVÍDUOS ATENDIDOS POR UNIDADES BÁSICAS DE SAÚDE;Ciências da Saúde - Educação Física;Com Grupo de Pesquisa;não;sim;CARLOS ALEXANDRE VIEIRA (DOCENTE - Colaborador), PAULO ROBERTO VIANA GENTIL (DOCENTE - Colaborador), TADEU JOAO RIBEIRO BAPTISTA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);15/03/2017;24/01/2017 a 31/12/2019;
PI01414-2017;INSTITUTO DE ESTUDOS SOCIO-AMBIENTAIS;O TERRITÓRIO EM MAPAS: A CONSTRUÇÃO DO ATLAS GEOGRÁFICO DO TERRITÓRIO GOIANO  1920 A 1980;Ciências Humanas - Geografia - Geografia Regional;Sem Vínculo (Projeto Isolado);não;não;BRUNO CARNEIRO DE OLIVEIRA (DISCENTE - Colaborador), DENIS CASTILHO (DOCENTE - Colaborador), DIEGO PINHEIRO ALENCAR (DISCENTE - Colaborador), JUHEINA LACERDA RIBEIRO VIANA (DISCENTE - Colaborador), LEANDRO OLIVEIRA DE LIMA (DOCENTE - Colaborador), MARCOS FERNANDO ARRIEL (DISCENTE - Colaborador), ONOFRE PEREIRA AURÉLIO NETO (DISCENTE - Colaborador), TADEU PEREIRA ALENCAR ARRAIS (DOCENTE - Coordenador), TATHIANA RODRIGUES SALGADO (DISCENTE - Colaborador);GRAVADO;16/03/2017;02/01/2017 a 06/03/2020;
PI01055-2017;UAE REJ CIÊNCIAS HUMANAS E LETRAS;De Grande Otelo Para Sebastião: vídeo-documentário como ferramenta pedagógica no ensino de história;Ciências Humanas - História - História do Brasil - História do Brasil República;Sem Vínculo (Projeto Isolado);não;não;TADEU PEREIRA DOS SANTOS (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;17/04/2017;01/08/2017 a 31/07/2018;
PI01473-2017;UAE REJ CIÊNCIAS HUMANAS E LETRAS;De "Grande Otelo Para Sebastião": O Vídeo-Documentário Como Ferramenta Pedagógica no Ensino de História;Ciências Humanas - História - História do Brasil - História do Brasil República;Sem Vínculo (Projeto Isolado);não;não;TADEU PEREIRA DOS SANTOS (DOCENTE - Coordenador);GRAVADO;17/04/2017;01/04/2017 a 01/02/2019;
PI02035-2017;FACULDADE DE CIENCIAS SOCIAIS;O trabalho e suas transformações sob uma perspectiva interseccional: articulando diferenças e desigualdades;Ciências Humanas - Sociologia - Outras Sociologias Específicas;Com Programa de Pós-graduação da UFG;não;não;MARTA MARIA VALERIANO (DISCENTE - Colaborador), SUELLEN MARA DE LIMA COUTO (DISCENTE - Colaborador), TANIA LUDMILA DIAS TOSTA (DOCENTE - Coordenador), TATIELE PEREIRA DE SOUZA (DOCENTE - Vice-coodernador), THAYSA ANDRÉIA DE MIRANDA RODRIGUES (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);13/12/2017;01/07/2017 a 01/07/2022;
PI01349-2017;FACULDADE DE EDUCAÇÃO FISICA E DANÇA;Influência da prática de handebol nas alterações da composição corporal e densidade mineral óssea em adolescentes do sexo feminino;Ciências da Saúde - Educação Física;Com Programa de Pós-Graduação de Outra IES;não;sim;ANTONIO DE AZEVEDO BARROS FILHO (EXTERNO - Colaborador), EZEQUIEL MOREIRA GONÇALVES (EXTERNO - Colaborador), TATHYANE KRAHENBUHL (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);19/07/2017;15/05/2017 a 30/12/2019;
PV01644-2017;FACULDADE DE EDUCAÇÃO FISICA E DANÇA;Análises técnicas e táticas no handebol;Ciências Humanas - Educação;Com Grupo de Pesquisa;não;não;GUSTAVO DE CONTI TEIXEIRA COSTA (DOCENTE - Vice-coodernador), NILVA PESSOA DE SOUZA (SERVIDOR - Colaborador), TATHYANE KRAHENBUHL (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);27/07/2017;01/07/2017 a 30/06/2020;
PI02092-2017;INSTITUTO DE QUIMICA;Propriedade Industrial: os caminhos da patenteabilidade;Ciências Exatas e da Terra - Química;Com Programa de Pós-graduação da UFG;não;não;ADÃO MARCOS FERREIRA COSTA (DISCENTE - Colaborador), DIÉRICON SOUSA CORDEIRO (DISCENTE - Colaborador), GEOVANY ALBINO DE SOUZA (DISCENTE - Colaborador), LUCAS FERNANDES AGUIAR (DISCENTE - Colaborador), TATIANA DUQUE MARTINS (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);21/12/2017;01/05/2017 a 30/04/2024;
PI02093-2017;INSTITUTO DE QUIMICA;Integridade Acadêmica: Razões, Ações e Perspectivas;Ciências Exatas e da Terra - Química;Com Programa de Pós-graduação da UFG;não;não;ADÃO MARCOS FERREIRA COSTA (DISCENTE - Colaborador), DIÉRICON SOUSA CORDEIRO (DISCENTE - Colaborador), GEOVANY ALBINO DE SOUZA (DISCENTE - Colaborador), LUCAS FERNANDES AGUIAR (DISCENTE - Colaborador), TATIANA DUQUE MARTINS (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);20/12/2017;01/04/2017 a 30/03/2026;
PI02107-2017;INSTITUTO DE QUIMICA;Mulheres na Ciência - Plano de diminuição das diferenças de gêneros na carreira de jovens cientistas ;Ciências Exatas e da Terra - Química;Com Programa de Pós-graduação da UFG;não;não;DIÉRICON SOUSA CORDEIRO (DISCENTE - Colaborador), GEOVANY ALBINO DE SOUZA (DISCENTE - Colaborador), TATIANA DUQUE MARTINS (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);21/12/2017;01/03/2017 a 01/03/2026;
PI0616-2017;INSTITUTO DE MATEMATICA E ESTATISTICA;Métodos Assintóticos em Modelos de Regressão;Ciências Exatas e da Terra - Probabilidade e Estatística - Estatística - Inferência Paramétrica, Ciências Exatas e da Terra - Probabilidade e Estatística - Estatística - Regressão e Correlação;Sem Vínculo (Projeto Isolado);não;não;TATIANE FERREIRA DO NASCIMENTO MELO DA SILVA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);04/04/2017;08/03/2017 a 31/07/2022;
